SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER100_FG,PER100_FGA,PER100_FG%,PER100_2P,PER100_2PA,PER100_2P%,PER100_3P,PER100_3PA,PER100_3P%,PER100_FT,PER100_FTA,PER100_FT%,PER100_TRB,PER100_AST,PER100_STL,PER100_BLK,PER100_TOV,PER100_PF,PER100_PTS,PER100_ORtg,PER100_DRtg,PLAYER,SPORTS_REF_ID
2017-18,Tulane,AAC,31,31,1117,8.8,21.5,0.408,5.7,12.6,0.447,3.1,8.9,0.353,3.3,4.7,0.703,10.1,3.5,1.2,0.9,2.4,4,24,104.4,106.7,Cameron Reynolds,cameron-reynolds-1
Career,Tulane,,135,69,3546,8,20.8,0.387,4.9,11.3,0.432,3.2,9.5,0.334,3.3,4.6,0.716,10,2.6,1.3,0.7,2.7,4.8,22.5,101,107.8,Cameron Reynolds,cameron-reynolds-1
2012-13,Michigan,Big Ten,33,1,354,4.9,15.7,0.315,2.6,8.1,0.326,2.3,7.6,0.302,1.2,2.5,0.5,6.3,4.4,1.1,0.4,1.8,6.9,13.4,94.6,103.5,Caris LeVert,caris-levert-1
2013-14,Michigan,Big Ten,37,37,1258,8.3,18.9,0.439,5.2,11.4,0.46,3.1,7.5,0.408,4.7,6.1,0.767,8.1,5.5,2.2,0.5,3.2,3.2,24.3,114,104.1,Caris LeVert,caris-levert-1
2014-15,Michigan,Big Ten,18,18,645,9.5,22.6,0.421,6.2,14.5,0.43,3.3,8.1,0.405,5.2,6.4,0.81,9,6.8,3.3,0.7,4,3.2,27.5,106.3,99.7,Caris LeVert,caris-levert-1
2015-16,Michigan,Big Ten,15,14,464,10.7,21.2,0.506,6.9,12.7,0.546,3.8,8.5,0.446,7.1,8.9,0.794,10.5,9.7,2,0.4,3.3,2.4,32.3,129.2,102,Caris LeVert,caris-levert-1
Career,Michigan,,103,70,2721,8.6,19.7,0.434,5.4,11.9,0.456,3.1,7.8,0.401,4.8,6.2,0.77,8.5,6.4,2.3,0.5,3.2,3.5,25,113.3,102.6,Caris LeVert,caris-levert-1
2010-11,Arizona State,Pac-10,30,8,436,7.1,18.2,0.391,5.8,12,0.488,1.3,6.3,0.205,4.3,5.7,0.75,6.8,4.3,2,1.9,3.4,6.3,19.8,97,106.1,Carrick Felix,carrick-felix-1
2011-12,Arizona State,Pac-12,29,27,955,6.7,16,0.421,4.2,8,0.529,2.5,8,0.314,4.2,5.6,0.741,7.7,2.5,2.1,1.5,4.5,5,20.2,98.1,107,Carrick Felix,carrick-felix-1
2012-13,Arizona State,Pac-12,35,34,1235,9.1,18.1,0.5,6.6,11.5,0.573,2.5,6.7,0.374,3.9,5.9,0.664,13.7,2.7,2.4,1.9,3.4,5,24.5,112.7,96.2,Carrick Felix,carrick-felix-1
Career,Arizona State,,94,69,2626,7.9,17.4,0.456,5.6,10.3,0.545,2.3,7.1,0.326,4,5.7,0.704,10.5,2.9,2.2,1.7,3.8,5.2,22.2,105.1,101.6,Carrick Felix,carrick-felix-1
2008-09,Long Beach State,Big West,30,29,889,,,0.412,,,0.454,,,0.273,,,0.705,,,,,,,,,,Casper Ware,casper-ware-1
2009-10,Long Beach State,Big West,33,32,1097,6.6,17.7,0.372,5.1,12.8,0.397,1.5,4.9,0.309,5.7,7.2,0.784,5.4,8.3,3.6,0.3,5.3,4.1,20.4,97.3,100.5,Casper Ware,casper-ware-1
2010-11,Long Beach State,Big West,34,34,1187,8.2,19.6,0.422,4.7,10.1,0.46,3.6,9.4,0.381,8,9.8,0.81,4,7.2,2.7,0.3,4.9,4.2,28.1,113.8,102.2,Casper Ware,casper-ware-1
