SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,PLAYER,SPORTS_REF_ID
Career,Kentucky,,112,62,2480,18.8,0.602,0.574,0.149,0.508,902,9.7,17.5,13.8,4.1,1.1,3.1,15.7,19.3,5.8,4.3,10.1,0.163,2.9,1.9,4.8,Alex Poythress,alex-poythress-1
1998-99,Oregon,Pac-10,32,,948,,0.5,0.466,0.399,0.264,,,,,,,,,,1.1,1.5,2.6,0.109,,,,Alex Scales,alex-scales-1
1999-00,Oregon,Pac-10,30,,961,,0.556,0.524,0.407,0.254,,,,,,,,,,2.4,1.4,3.8,0.158,,,,Alex Scales,alex-scales-1
Career,Oregon,,62,,1909,,0.528,0.494,0.403,0.259,,,,,,,,,,3.5,2.9,6.4,0.134,,,,Alex Scales,alex-scales-1
2006-07,UNC,ACC,38,0,242,,0.509,0.5,0,0.583,,,,,,,,17.3,,0.1,0.9,1,0.167,,,,Alex Stepheson,alex-stepheson-1
2007-08,UNC,ACC,37,0,536,,0.529,0.539,0,0.367,,,,16.7,2,,3.9,18.9,15.2,0.4,1.9,2.4,0.177,,,,Alex Stepheson,alex-stepheson-1
2009-10,USC,Pac-10,28,26,723,17.3,0.483,0.475,0,0.441,241,16.2,17.6,16.9,2.7,0.4,6.8,16.7,21.9,0.6,1.7,2.3,0.125,,,,Alex Stepheson,alex-stepheson-1
2010-11,USC,Pac-10,34,34,1118,17.4,0.55,0.552,0,0.464,331,11.8,21.8,16.8,1.1,0.7,3.8,14.7,17.1,1.7,2,3.7,0.132,-0.5,2.6,2.1,Alex Stepheson,alex-stepheson-1
Career,Overall,,137,60,2619,17.4,0.521,0.52,0,0.448,572,13.5,20.1,16.8,1.8,0.6,4.8,16.4,18.1,2.9,6.4,9.3,0.142,-0.5,2.6,2.1,Alex Stepheson,alex-stepheson-1
2003-04,Florida State,ACC,33,16,687,,0.596,0.551,0.005,0.84,,,,,,,,25,,2,1.5,3.5,0.203,,,,Alexander Johnson,alexander-johnson-1
2004-05,Florida State,ACC,30,29,525,,0.492,0.464,0.054,0.521,,,,14.5,6.6,,2.2,24.9,26.8,0.3,0.6,1,0.072,,,,Alexander Johnson,alexander-johnson-1
2005-06,Florida State,ACC,29,28,723,,0.606,0.56,0.123,0.723,,,,18.4,6,,3,20.6,26.8,2.4,2.2,4.6,0.253,,,,Alexander Johnson,alexander-johnson-1
Career,Florida State,,92,73,1935,,0.573,0.53,0.066,0.703,,,,16.7,6.3,,2.7,23.3,26.8,4.7,4.3,9,0.186,,,,Alexander Johnson,alexander-johnson-1
2010-11,Eastern Illinois,OVC,25,5,294,14.7,0.548,0.545,0,0.485,84,11.6,25.3,18.5,3.2,2.6,2.5,25.6,20.1,0,0.6,0.6,0.081,-6,-0.9,-6.9,Alfonzo McKinnie,alfonzo-mckinnie-1
2011-12,Eastern Illinois,OVC,29,28,689,23.4,0.6,0.567,0,0.443,280,15.3,23.5,19.2,3.8,1.4,3.8,15.5,22.6,1.9,0.8,2.7,0.157,-0.2,-2.1,-2.3,Alfonzo McKinnie,alfonzo-mckinnie-1
2013-14,Green Bay,Horizon,9,0,115,15.3,0.542,0.514,0.371,0.171,35,4.3,19.7,12.5,3.3,1.5,3.7,5,17.6,0.2,0.3,0.5,0.166,-0.9,-0.3,-1.3,Alfonzo McKinnie,alfonzo-mckinnie-1
2014-15,Green Bay,Horizon,33,20,713,14.1,0.502,0.498,0.276,0.28,244,10.7,18,14.4,1.8,1.4,2.5,14.9,22.7,0.6,1.5,2,0.115,-2.8,-1,-3.8,Alfonzo McKinnie,alfonzo-mckinnie-1
Career,Overall,,96,53,1811,17.8,0.549,0.531,0.144,0.36,643,12.2,21.4,16.8,2.9,1.6,3.1,16.2,21.9,2.7,3.1,5.8,0.129,-2.2,-1.4,-3.6,Alfonzo McKinnie,alfonzo-mckinnie-1
2016-17,Missouri State,MVC,33,33,997,24.7,0.576,0.546,0.298,0.465,495,13.1,29.5,21.2,13.9,1.2,0.7,15.2,25.8,3.1,1.6,4.6,0.185,4.2,0.3,4.5,Alize Johnson,alize-johnson-1
2017-18,Missouri State,MVC,33,33,1028,24.1,0.528,0.481,0.365,0.363,517,11.4,30.4,21,19.3,0.9,1.5,13.6,27.1,2.7,2,4.7,0.183,4,1.4,5.4,Alize Johnson,alize-johnson-1
Career,Missouri State,,66,66,2025,24.4,0.551,0.511,0.334,0.41,1011,12.2,29.9,21.1,16.6,1,1.1,14.4,26.4,5.8,3.5,9.3,0.184,4.1,0.8,5,Alize Johnson,alize-johnson-1
1989-90,Tennessee,SEC,30,30,1083,,0.568,0.526,0.413,0.32,,,,,,,,15.9,,,,,,,,,Allan Houston,allan-houston-1
1990-91,Tennessee,SEC,34,34,1212,,0.623,0.572,0.42,0.373,,,,,,,,16.5,,,,,,,,,Allan Houston,allan-houston-1
1991-92,Tennessee,SEC,34,34,1236,,0.599,0.537,0.398,0.457,,,,,,,,13.6,,,,,,,,,Allan Houston,allan-houston-1
1992-93,Tennessee,SEC,30,30,1075,,0.616,0.555,0.436,0.414,,,,,,,,13.4,,,,,,,,,Allan Houston,allan-houston-1
Career,Tennessee,,128,128,4606,,0.602,0.548,0.417,0.391,,,,,,,,14.9,,,,,,,,,Allan Houston,allan-houston-1
2002-03,Villanova,Big East,31,5,785,,0.491,0.441,0.47,0.341,,,,5.6,12.1,,0.4,18.2,23.1,0.5,0.9,1.4,0.07,,,,Allan Ray,allan-ray-1
2003-04,Villanova,Big East,35,34,1216,,0.571,0.532,0.479,0.311,,,,6.4,18.1,,0.4,14.3,25.7,3.3,0.9,4.2,0.137,,,,Allan Ray,allan-ray-1
2004-05,Villanova,Big East,32,29,993,,0.558,0.514,0.523,0.3,,,,,,,,11.9,,2.6,1.5,4.1,0.166,,,,Allan Ray,allan-ray-1
2005-06,Villanova,Big East,32,32,1026,,0.549,0.501,0.603,0.264,,,,6.3,12.8,,0.2,9.9,29.2,2.6,1.8,4.4,0.17,,,,Allan Ray,allan-ray-1
Career,Villanova,,130,100,4020,,0.548,0.503,0.525,0.299,,,,6.2,14.7,,0.3,13.2,26.2,8.9,5.1,14,0.139,,,,Allan Ray,allan-ray-1
2010-11,California,Pac-10,31,31,1049,18,0.582,0.545,0.497,0.295,371,2.4,15.9,9.5,12.2,1.6,1.5,11.5,19.6,2.3,1,3.4,0.129,4.7,2.2,6.8,Allen Crabbe,allen-crabbe-1
2011-12,California,Pac-12,34,33,1158,19.7,0.564,0.531,0.501,0.214,461,3.5,17.8,10.7,12.2,0.9,1.8,10.4,23.1,3,2.1,5.1,0.176,5,2.1,7.2,Allen Crabbe,allen-crabbe-1
2012-13,California,Pac-12,33,33,1195,22.3,0.568,0.528,0.393,0.297,548,3.3,16,9.8,16.2,1.9,1.9,13.5,26.6,3.3,1.8,5.1,0.17,6.2,2.1,8.3,Allen Crabbe,allen-crabbe-1
Career,California,,98,97,3402,20.1,0.571,0.533,0.458,0.268,1380,3.1,16.6,10,13.6,1.5,1.7,11.9,23.3,8.6,4.9,13.6,0.159,5.3,2.1,7.4,Allen Crabbe,allen-crabbe-1
1994-95,Georgetown,Big East,30,,966,,0.48,0.424,0.29,0.481,,,,,,,,17.2,,,,,,,,,Allen Iverson,allen-iverson-1
1995-96,Georgetown,Big East,37,37,1213,,0.578,0.547,0.366,0.488,,,,,,,,14.8,,5.1,3.5,8.6,0.283,,,,Allen Iverson,allen-iverson-1
Career,Georgetown,,67,37,2179,,0.535,0.492,0.332,0.485,,,,,,,,15.9,,5.1,3.5,8.6,0.158,,,,Allen Iverson,allen-iverson-1
2015-16,Arizona,Pac-12,27,21,757,18.7,0.603,0.542,0.42,0.553,348,2,10.9,6.7,7.6,1.1,0.8,13.6,24.9,2.1,1.1,3.2,0.17,4.6,1,5.6,Allonzo Trier,allonzo-trier-1
2016-17,Arizona,Pac-12,18,13,575,23.1,0.612,0.545,0.439,0.586,285,1.1,17.8,10,16.6,0.7,0.4,10.9,25.6,2.2,0.9,3.1,0.214,6.6,1.4,8,Allonzo Trier,allonzo-trier-1
2017-18,Arizona,Pac-12,33,33,1124,22.6,0.656,0.595,0.5,0.503,558,1.3,9.1,5.5,17.4,1.1,1.1,13.3,23.9,4.5,1,5.5,0.196,7.9,-0.2,7.7,Allonzo Trier,allonzo-trier-1
Career,Arizona,,78,67,2456,21.5,0.628,0.566,0.46,0.539,1190,1.5,11.7,6.9,14.2,1,0.8,12.8,24.6,8.8,3,11.8,0.192,6.6,0.5,7.1,Allonzo Trier,allonzo-trier-1
2005-06,Alabama,SEC,31,7,718,,0.54,0.54,0.38,0.338,,,,8.6,11.7,,0.6,19,22,1.1,0.8,1.9,0.104,,,,Alonzo Gee,alonzo-gee-1
2006-07,Alabama,SEC,32,32,927,,0.535,0.508,0.26,0.382,,,,,,,,16.8,,1.4,1.6,3,0.128,,,,Alonzo Gee,alonzo-gee-1
2007-08,Alabama,SEC,33,33,994,,0.503,0.464,0.288,0.387,,,,,,,,11.7,,0.9,1.7,2.6,0.104,,,,Alonzo Gee,alonzo-gee-1
2008-09,Alabama,SEC,32,32,1027,,0.506,0.476,0.186,0.405,,,,11.9,8.3,,1.5,13.3,25.4,1.1,1.9,3,0.116,,,,Alonzo Gee,alonzo-gee-1
Career,Alabama,,128,104,3666,,0.517,0.49,0.266,0.383,,,,10.5,9.7,,1.1,14.6,24,4.4,6,10.4,0.114,,,,Alonzo Gee,alonzo-gee-1
1988-89,Georgetown,Big East,34,34,962,,0.63,0.605,0.015,0.744,,,,,,,,15.9,,,,,,,,,Alonzo Mourning,alonzo-mourning-1
1989-90,Georgetown,Big East,31,31,937,,0.623,0.525,0.007,1.018,,,,,,,,17.7,,,,,,,,,Alonzo Mourning,alonzo-mourning-1
1990-91,Georgetown,Big East,23,,682,,0.625,0.532,0.065,0.935,,,,,,,,16.7,,,,,,,,,Alonzo Mourning,alonzo-mourning-1
1991-92,Georgetown,Big East,32,,1051,,0.663,0.596,0.012,1.047,,,,,,,,14.1,,,,,,,,,Alonzo Mourning,alonzo-mourning-1
Career,Georgetown,,120,65,3632,,0.638,0.568,0.021,0.945,,,,,,,,15.9,,,,,,,,,Alonzo Mourning,alonzo-mourning-1
1993-94,Villanova,Big East,31,,721,,0.493,0.438,0.251,0.473,,,,,,,,18.7,,,,,,,,,Alvin Williams,alvin-williams-1
1994-95,Villanova,Big East,33,18,963,,0.5,0.444,0.292,0.421,,,,,,,,24.3,,,,,,,,,Alvin Williams,alvin-williams-1
1995-96,Villanova,Big East,33,33,1078,,0.549,0.516,0.356,0.352,,,,,,,,19.4,,1.8,1.9,3.7,0.137,,,,Alvin Williams,alvin-williams-1
1996-97,Villanova,Big East,34,,1163,,0.593,0.557,0.415,0.396,,,,,,,,15.7,,3.7,1.7,5.5,0.189,,,,Alvin Williams,alvin-williams-1
Career,Villanova,,131,51,3925,,0.546,0.504,0.347,0.403,,,,,,,,18.9,,5.5,3.6,9.2,0.094,,,,Alvin Williams,alvin-williams-1
2012-13,Duke,ACC,32,7,405,17.9,0.56,0.543,0,0.436,134,12.8,14.9,13.8,3.2,1.7,3.8,9.6,16,1,0.7,1.7,0.167,2.7,3.6,6.2,Amile Jefferson,amile-jefferson-1
2013-14,Duke,ACC,35,26,796,20.8,0.618,0.644,0,0.555,258,14.8,21.5,18.1,8.3,1.8,2.5,11.1,13.4,2.4,1.3,3.6,0.183,5.7,4.3,10,Amile Jefferson,amile-jefferson-1
2014-15,Duke,ACC,39,26,831,19.4,0.62,0.631,0,0.617,264,13.8,18,16,6.8,1.6,3,17.5,14.6,2.1,1.6,3.7,0.176,4.8,4.7,9.5,Amile Jefferson,amile-jefferson-1
2015-16,Duke,ACC,9,9,273,26.2,0.66,0.683,0,0.633,115,17.7,20,18.9,9,1.9,3.4,16.1,17.1,1,0.4,1.4,0.201,6.1,4.2,10.3,Amile Jefferson,amile-jefferson-1
2016-17,Duke,ACC,35,35,1039,22.8,0.624,0.613,0,0.601,396,9.7,22.1,16.1,9.3,1.3,5.9,13.8,17.1,3,2,4.9,0.19,4,6.1,10.2,Amile Jefferson,amile-jefferson-1
Career,Duke,,150,103,3344,21.2,0.617,0.62,0,0.575,1166,13,19.9,16.5,7.7,1.6,3.9,13.8,15.4,9.5,5.9,15.3,0.183,4.6,4.9,9.5,Amile Jefferson,amile-jefferson-1
2000-01,Seton Hall,Big East,31,31,1005,,0.465,0.439,0.502,0.203,,,,,,,,19.2,,0.1,1.4,1.5,0.061,,,,Andre Barrett,andre-barrett-1
2001-02,Seton Hall,Big East,30,30,1035,,0.523,0.478,0.478,0.353,,,,5.3,32,,0.1,14.7,25.6,1.7,1.6,3.3,0.128,,,,Andre Barrett,andre-barrett-1
2002-03,Seton Hall,Big East,30,30,1137,,0.566,0.508,0.406,0.39,,,,5.8,30.2,,0.3,18.9,23.9,2.8,1.7,4.5,0.157,,,,Andre Barrett,andre-barrett-1
2003-04,Seton Hall,Big East,31,31,1119,,0.574,0.544,0.462,0.285,,,,6.1,34.2,,0.2,14.9,25,3.1,1.8,5,0.177,,,,Andre Barrett,andre-barrett-1
Career,Seton Hall,,122,122,4296,,0.537,0.495,0.461,0.313,,,,5.8,32.1,,0.2,16.8,24.8,7.8,6.5,14.3,0.133,,,,Andre Barrett,andre-barrett-1
2000-01,DePaul,CUSA,30,6,678,,0.468,0.462,0.006,0.491,,,,,,,,20,,0,0.8,0.9,0.05,,,,Andre Brown,andre-brown-1
2001-02,DePaul,CUSA,26,25,827,,0.519,0.503,0.003,0.5,,,,,,,,14.8,,1.1,1.4,2.5,0.121,,,,Andre Brown,andre-brown-1
2002-03,DePaul,CUSA,28,18,854,,0.489,0.463,0,0.514,,,,,,,,15.2,,0.4,1.8,2.2,0.104,,,,Andre Brown,andre-brown-1
2003-04,DePaul,CUSA,23,23,741,,0.555,0.57,0,0.64,,,,17.1,2.3,,1.7,12.3,22.4,1.4,1.4,2.8,0.152,,,,Andre Brown,andre-brown-1
Career,DePaul,,107,72,3100,,0.512,0.502,0.002,0.535,,,,17.1,2.3,,1.7,15.3,22.4,2.9,5.5,8.4,0.108,,,,Andre Brown,andre-brown-1
2009-10,Duke,ACC,38,0,477,13.3,0.555,0.529,0.699,0.25,142,1.4,8.6,5,5,1.4,0.4,9,17.3,1.1,0.8,1.9,0.156,,,,Andre Dawkins,andre-dawkins-1
2010-11,Duke,ACC,37,7,778,15.7,0.652,0.635,0.721,0.207,245,1.3,8.1,4.9,4.7,1.5,0.5,10.9,16,2,1.3,3.3,0.169,5.8,1.7,7.5,Andre Dawkins,andre-dawkins-1
2011-12,Duke,ACC,34,14,760,13.4,0.566,0.546,0.743,0.2,243,1.7,9.3,5.5,5.1,1.1,0.2,9.7,18.3,1.6,0.6,2.2,0.117,4.7,-0.9,3.8,Andre Dawkins,andre-dawkins-1
2013-14,Duke,ACC,33,4,453,22.4,0.634,0.614,0.804,0.196,204,1.5,10.1,5.7,5.6,2,1.1,8,25.6,1.6,0.5,2.1,0.187,8.8,-1.6,7.2,Andre Dawkins,andre-dawkins-1
Career,Duke,,142,25,2468,15.8,0.604,0.584,0.744,0.21,833,1.5,8.9,5.3,5,1.5,0.5,9.5,18.7,6.3,3.2,9.5,0.153,6.1,0,6,Andre Dawkins,andre-dawkins-1
2011-12,UConn,Big East,34,30,967,21.9,0.509,0.538,0.007,0.301,328,14.2,17,15.6,3.4,1.8,9.9,13.5,20.9,1.4,1.5,2.9,0.121,0.7,5.3,6,Andre Drummond,andre-drummond-1
Career,UConn,,34,30,967,21.9,0.509,0.538,0.007,0.301,328,14.2,17,15.6,3.4,1.8,9.9,13.5,20.9,1.4,1.5,2.9,0.121,0.7,5.3,6,Andre Drummond,andre-drummond-1
2000-01,Texas Tech,Big 12,28,0,575,,0.461,0.438,0.295,0.233,,,,,,,,14,,-0.1,0.5,0.5,0.034,,,,Andre Emmett,andre-emmett-1
2001-02,Texas Tech,Big 12,32,31,1048,,0.554,0.529,0.06,0.337,,,,,,,,10.1,,2.5,2,4.6,0.174,,,,Andre Emmett,andre-emmett-1
2002-03,Texas Tech,Big 12,34,33,1258,,0.54,0.508,0.064,0.321,,,,,,,,9.4,,2.9,3.3,6.2,0.198,,,,Andre Emmett,andre-emmett-1
2003-04,Texas Tech,Big 12,34,33,1259,,0.583,0.543,0.091,0.457,,,,10.3,10.5,,0.6,10.4,26.5,4,2.3,6.3,0.2,,,,Andre Emmett,andre-emmett-1
Career,Texas Tech,,128,97,4140,,0.547,0.515,0.098,0.353,,,,10.3,10.5,,0.6,10.4,26.5,9.4,8.2,17.6,0.17,,,,Andre Emmett,andre-emmett-1
2002-03,Arizona,Pac-10,32,4,614,,0.462,0.406,0.243,0.486,,,,13,16.9,,1.8,18,19.5,0,2.4,2.4,0.159,,,,Andre Iguodala,andre-iguodala-1
2003-04,Arizona,Pac-10,30,30,962,,0.542,0.488,0.242,0.391,,,,14.1,23.7,,0.7,18.8,20.4,1.4,1.5,3,0.123,,,,Andre Iguodala,andre-iguodala-1
Career,Arizona,,62,34,1576,,0.511,0.458,0.242,0.427,,,,13.7,21.1,,1.1,18.5,20.1,1.4,4,5.4,0.137,,,,Andre Iguodala,andre-iguodala-1
2003-04,American,Patriot,31,31,960,,0.526,0.499,0.534,0.19,,,,,,,,12,,1.5,0.8,2.3,0.096,,,,Andre Ingram,andre-ingram-1
2004-05,American,Patriot,28,27,977,,0.522,0.492,0.445,0.246,,,,7.4,13.4,,0.4,12.2,25.2,1.4,0.9,2.3,0.093,,,,Andre Ingram,andre-ingram-1
2005-06,American,Patriot,29,29,940,,0.464,0.419,0.435,0.264,,,,8.6,12.9,,0.2,13.2,23.5,0,0.8,0.8,0.032,,,,Andre Ingram,andre-ingram-1
2006-07,American,Patriot,30,30,1035,,0.568,0.529,0.515,0.266,,,,,,,,8.8,,2.5,1.6,4.1,0.157,,,,Andre Ingram,andre-ingram-1
Career,American,,118,117,3912,,0.521,0.486,0.484,0.241,,,,8,13.1,,0.3,11.6,24.4,5.4,4,9.4,0.096,,,,Andre Ingram,andre-ingram-1
1995-96,Utah,WAC,34,,872,,0.587,0.549,0.097,0.579,,,,,,,,26.6,,1.9,2.1,4.1,0.187,,,,Andre Miller,andre-miller-1
1996-97,Utah,WAC,33,,974,,0.526,0.506,0.141,0.49,,,,,,,,23.6,,1.4,2.6,4,0.163,,,,Andre Miller,andre-miller-1
1997-98,Utah,WAC,34,,,,0.616,0.581,0.19,0.514,,,,,,,,,,4,3.4,7.4,,,,,Andre Miller,andre-miller-1
1998-99,Utah,WAC,33,,1092,,0.555,0.519,0.214,0.442,,,,,,,,16.7,,3,4.4,7.4,0.271,,,,Andre Miller,andre-miller-1
Career,Utah,,134,,2938,,0.571,0.538,0.172,0.496,,,,,,,,21.4,,10.3,12.5,22.8,0.21,,,,Andre Miller,andre-miller-1
2000-01,Indiana,Big Ten,30,4,424,,0.58,0.552,0.509,0.292,,,,,,,,21,,0.8,0.5,1.3,0.125,,,,Andre Owens,andre-owens-1
2002-03,Houston,CUSA,28,28,1003,,0.484,0.446,0.55,0.247,,,,7.8,22.1,,0.4,17.3,25.1,0.5,0.7,1.2,0.049,,,,Andre Owens,andre-owens-1
2003-04,Houston,CUSA,27,27,998,,0.487,0.451,0.499,0.266,,,,,,,,13.9,,0.7,1.4,2.1,0.085,,,,Andre Owens,andre-owens-1
2004-05,Houston,CUSA,32,30,1114,,0.534,0.505,0.577,0.272,,,,7.8,13.9,,0.4,10,26.6,2.2,1.6,3.8,0.138,,,,Andre Owens,andre-owens-1
Career,Overall,,117,89,3539,,0.51,0.477,0.542,0.265,,,,7.8,17.8,,0.4,14.1,25.9,4.3,4.3,8.5,0.096,,,,Andre Owens,andre-owens-1
2010-11,Colorado,Big 12,38,0,847,22.8,0.609,0.615,0.201,0.437,283,15.2,25.5,20.5,6.8,3.5,5,17.3,14.9,2.1,1.6,3.7,0.174,4.8,4.9,9.7,Andre Roberson,andre-roberson-1
2011-12,Colorado,Pac-12,36,35,1087,25.7,0.565,0.543,0.171,0.568,427,12.6,31.9,22.5,8.8,2.6,6.8,14.9,21.2,2.7,3.1,5.7,0.21,2.6,6.6,9.2,Andre Roberson,andre-roberson-1
2012-13,Colorado,Pac-12,31,30,1036,21.9,0.524,0.515,0.211,0.356,348,10.6,29.4,20,9.4,3.9,4.4,18.7,19.9,1.4,2.9,4.3,0.166,2.1,7.7,9.8,Andre Roberson,andre-roberson-1
Career,Colorado,,105,65,2970,23.5,0.561,0.549,0.193,0.459,1058,12.6,29.2,21,8.4,3.3,5.4,16.9,19,6.2,7.5,13.7,0.185,3,6.5,9.5,Andre Roberson,andre-roberson-1
2003-04,Utah,MWC,33,33,1002,,0.598,0.584,0.038,0.381,,,,,,,,20.2,,3,3.1,6.1,0.245,,,,Andrew Bogut,andrew-bogut-1
2004-05,Utah,MWC,35,35,1224,,0.648,0.63,0.055,0.459,,,,24.2,18.2,,4.2,14.8,29.7,6.4,4.5,10.9,0.358,,,,Andrew Bogut,andrew-bogut-1
Career,Utah,,68,68,2226,,0.629,0.612,0.048,0.429,,,,24.2,18.2,,4.2,17,29.7,9.4,7.7,17.1,0.307,,,,Andrew Bogut,andrew-bogut-1
1991-92,Florida,SEC,33,,825,,0.534,0.506,0,0.377,,,,,,,,19.7,,,,,,,,,Andrew DeClercq,andrew-declercq-1
1992-93,Florida,SEC,28,,715,,0.576,0.567,0,0.486,,,,,,,,18.7,,,,,,,,,Andrew DeClercq,andrew-declercq-1
1993-94,Florida,SEC,37,,998,,0.571,0.546,0.013,0.439,,,,,,,,24.3,,,,,,,,,Andrew DeClercq,andrew-declercq-1
1994-95,Florida,SEC,30,,966,,0.573,0.52,0.056,0.589,,,,,,,,19.7,,,,,,,,,Andrew DeClercq,andrew-declercq-1
Career,Florida,,128,,3504,,0.564,0.534,0.019,0.477,,,,,,,,20.7,,,,,,,,,Andrew DeClercq,andrew-declercq-1
2007-08,College of Charleston,Southern,33,18,956,,0.582,0.568,0.483,0.087,,,,4.9,14.9,,0.4,12.9,22.7,2.3,0.6,3,0.125,,,,Andrew Goudelock,andrew-goudelock-1
2008-09,College of Charleston,Southern,36,35,1120,,0.583,0.558,0.449,0.156,,,,4.5,11.9,,0.7,11.8,25.8,3.3,0.8,4.1,0.145,,,,Andrew Goudelock,andrew-goudelock-1
2009-10,College of Charleston,Southern,34,34,1210,23.6,0.558,0.539,0.446,0.134,642,2.4,10.8,6.8,22.1,1.8,1,10.3,27.9,3.9,0.8,4.8,0.158,,,,Andrew Goudelock,andrew-goudelock-1
2010-11,College of Charleston,Southern,37,37,1302,26.7,0.575,0.549,0.461,0.192,830,2.3,9.9,6.3,26.4,1.5,0.5,13.5,34.5,5.3,1.2,6.5,0.199,6.5,-2.6,4,Andrew Goudelock,andrew-goudelock-1
Career,College of Charleston,,140,124,4588,25.2,0.574,0.552,0.458,0.15,1471,2.4,10.4,5.7,19.3,1.7,0.7,12.2,28.2,14.9,3.4,18.3,0.16,6.5,-2.6,4,Andrew Goudelock,andrew-goudelock-1
2013-14,Kentucky,SEC,40,39,1267,12.5,0.506,0.417,0.285,0.63,473,3,8.1,5.7,23.8,1,0.7,20.3,21.2,1.8,1.4,3.2,0.101,2.5,1,3.5,Andrew Harrison,andrew-harrison-1
2014-15,Kentucky,SEC,39,39,994,18,0.531,0.446,0.352,0.596,388,1.7,8.1,5.1,26,2.5,0.9,15.7,21.4,2.6,2.5,5.1,0.205,4.9,4.1,9,Andrew Harrison,andrew-harrison-1
Career,Kentucky,,79,78,2261,14.9,0.517,0.43,0.315,0.615,860,2.4,8.1,5.4,24.8,1.7,0.8,18.3,21.3,4.3,3.9,8.3,0.147,3.6,2.3,5.9,Andrew Harrison,andrew-harrison-1
2008-09,St. Bonaventure,A-10,30,25,754,,0.609,0.602,0.004,0.434,,,,,,,,16.7,,2.5,1.7,4.2,0.22,,,,Andrew Nicholson,andrew-nicholson-1
2009-10,St. Bonaventure,A-10,30,30,907,24.4,0.598,0.564,0,0.356,426,9.4,17.5,13.6,3.9,0.4,6.3,11.8,25.7,2.8,1.1,3.9,0.172,,,,Andrew Nicholson,andrew-nicholson-1
2010-11,St. Bonaventure,A-10,31,31,1049,27.1,0.614,0.578,0.055,0.559,558,6.4,19,13,8.7,1,4.5,15.9,31.6,3.4,1.3,4.7,0.18,2.4,0,2.3,Andrew Nicholson,andrew-nicholson-1
2011-12,St. Bonaventure,A-10,32,32,962,31.6,0.638,0.601,0.138,0.429,515,11.1,25.1,18.1,9.4,1.3,7.3,14.7,29.5,4,1.7,5.8,0.24,5.7,3,8.6,Andrew Nicholson,andrew-nicholson-1
Career,St. Bonaventure,,123,118,3672,27.7,0.616,0.585,0.055,0.45,1499,8.9,20.5,14.9,7.4,0.9,6,14.8,29.1,12.7,5.9,18.5,0.202,3.9,1.4,5.3,Andrew Nicholson,andrew-nicholson-1
2012-13,Kansas,Big 12,25,0,125,11.2,0.455,0.426,0.667,0.296,49,7.1,19,13.6,1.6,1.9,1.7,15.2,29.6,0,0.3,0.3,0.089,-2.1,-2.2,-4.2,Andrew White,andrew-whiteiii-1
2013-14,Kansas,Big 12,18,0,113,16,0.554,0.559,0.735,0.353,39,4.5,17.4,11.4,6.5,2.6,2.8,15,20.5,0.1,0.2,0.3,0.121,3.7,2.5,6.3,Andrew White,andrew-whiteiii-1
2015-16,Nebraska,Big Ten,34,34,1010,24.2,0.615,0.589,0.521,0.274,480,4.6,18.9,11.6,4.4,2.3,1.2,10.4,25.9,3.3,1.5,4.8,0.19,6.2,-0.5,5.7,Andrew White,andrew-whiteiii-1
2016-17,Syracuse,ACC,34,34,1266,20.3,0.606,0.565,0.616,0.313,528,2.6,11.2,7.1,6.1,2.6,1.1,9.8,23.1,3.5,1.3,4.9,0.154,6.4,0.3,6.7,Andrew White,andrew-whiteiii-1
Career,Overall,,111,68,2514,21.2,0.599,0.567,0.583,0.297,1096,3.7,15,9.4,5.2,2.4,1.3,10.5,24.4,7,3.3,10.3,0.164,5.8,-0.1,5.8,Andrew White,andrew-whiteiii-1
2013-14,Kansas,Big 12,35,35,1148,21.4,0.563,0.499,0.299,0.538,564,8.4,12.3,10.4,9.2,2.1,3.1,13.1,26.3,3.2,1.7,4.9,0.17,5.4,3,8.5,Andrew Wiggins,andrew-wiggins-1
Career,Kansas,,35,35,1148,21.4,0.563,0.499,0.299,0.538,564,8.4,12.3,10.4,9.2,2.1,3.1,13.1,26.3,3.2,1.7,4.9,0.17,5.4,3,8.5,Andrew Wiggins,andrew-wiggins-1
2005-06,Syracuse,Big East,20,0,159,,0.519,0.519,0.868,0.113,,,,5.7,15.7,,0.9,6.7,18.1,0.2,0.2,0.4,0.094,,,,Andy Rautins,andy-rautins-1
2006-07,Syracuse,Big East,35,20,741,,0.531,0.52,0.832,0.106,,,,4.7,13,,0.5,16.2,18.1,0.8,1.2,2,0.108,,,,Andy Rautins,andy-rautins-1
2008-09,Syracuse,Big East,37,10,1059,,0.548,0.533,0.84,0.136,,,,,,,,17.1,,1.6,1.3,2.9,0.111,,,,Andy Rautins,andy-rautins-1
2009-10,Syracuse,Big East,35,35,1137,,0.632,0.603,0.811,0.273,441,2,8.8,5.8,23.9,3.4,0.8,22.6,18.4,2.9,2.1,4.9,0.173,,,,Andy Rautins,andy-rautins-1
Career,Syracuse,,127,65,3096,,0.571,0.552,0.83,0.172,441,2,8.8,5.4,19.3,3.4,0.7,18.4,18.2,5.5,4.8,10.2,0.132,,,,Andy Rautins,andy-rautins-1
