SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER40_FG,PER40_FGA,PER40_FG%,PER40_2P,PER40_2PA,PER40_2P%,PER40_3P,PER40_3PA,PER40_3P%,PER40_FT,PER40_FTA,PER40_FT%,PER40_TRB,PER40_AST,PER40_STL,PER40_BLK,PER40_TOV,PER40_PF,PER40_PTS,PLAYER,SPORTS_REF_ID
Career,Georgetown,,67,37,2179,9.5,21.5,0.44,7.2,14.3,0.503,2.2,7.1,0.314,7.1,10.4,0.683,4.4,5.6,3.9,0.4,5,3,28.3,Allen Iverson,allen-iverson-1
2015-16,Arizona,Pac-12,27,21,757,6.4,13.8,0.466,4.3,8,0.539,2.1,5.8,0.364,6.1,7.7,0.793,4.7,1.6,0.7,0.3,2.7,2.7,21.1,Allonzo Trier,allonzo-trier-1
2016-17,Arizona,Pac-12,18,13,575,6.3,13.8,0.46,4,7.7,0.514,2.4,6.1,0.391,6.5,8.1,0.81,6.7,3.3,0.5,0.1,2.2,2.2,21.6,Allonzo Trier,allonzo-trier-1
2017-18,Arizona,Pac-12,33,33,1124,6.5,13.1,0.5,4.1,6.5,0.62,2.5,6.5,0.38,5.7,6.6,0.865,3.6,3.8,0.7,0.4,2.5,2,21.3,Allonzo Trier,allonzo-trier-1
Career,Arizona,,78,67,2456,6.5,13.5,0.479,4.1,7.3,0.566,2.3,6.2,0.378,6,7.3,0.827,4.6,3,0.7,0.3,2.5,2.3,21.3,Allonzo Trier,allonzo-trier-1
2005-06,Alabama,SEC,31,7,718,5.7,11.9,0.484,4.4,7.4,0.598,1.3,4.5,0.296,2.1,4,0.514,5.8,2.2,1.6,0.3,3.2,3.3,14.9,Alonzo Gee,alonzo-gee-1
2006-07,Alabama,SEC,32,32,927,6.4,13.8,0.464,5.2,10.2,0.508,1.2,3.6,0.337,3.4,5.3,0.648,7.3,1.9,1.7,0.7,3.3,3.3,17.4,Alonzo Gee,alonzo-gee-1
2007-08,Alabama,SEC,33,33,994,6.8,16.2,0.419,5.4,11.5,0.463,1.4,4.7,0.31,4.3,6.3,0.679,9,1.8,2.1,0.5,2.5,3.1,19.3,Alonzo Gee,alonzo-gee-1
2008-09,Alabama,SEC,32,32,1027,6.9,15.5,0.442,5.8,12.6,0.46,1.1,2.9,0.365,3.9,6.3,0.627,9,1.6,1.1,0.8,2.8,2.4,18.7,Alonzo Gee,alonzo-gee-1
Career,Alabama,,128,104,3666,6.5,14.5,0.447,5.2,10.7,0.491,1.3,3.9,0.325,3.5,5.6,0.632,8,1.8,1.6,0.6,2.9,3,17.8,Alonzo Gee,alonzo-gee-1
1993-94,Villanova,Big East,31,,721,4.4,11.3,0.389,3.3,8.4,0.388,1.1,2.8,0.392,3.7,5.3,0.698,4.8,4.9,2.3,0.2,3.2,4.5,13.6,Alvin Williams,alvin-williams-1
1994-95,Villanova,Big East,33,18,963,3.3,8.1,0.405,2.7,5.7,0.464,0.6,2.4,0.263,2.5,3.4,0.744,4.8,6.6,2.2,0.2,3.1,3.5,9.7,Alvin Williams,alvin-williams-1
1995-96,Villanova,Big East,33,33,1078,4.8,10.5,0.454,3.5,6.8,0.514,1.3,3.7,0.347,2.6,3.7,0.71,4.3,6.6,1.7,0.7,3,3.3,13.5,Alvin Williams,alvin-williams-1
1996-97,Villanova,Big East,34,,1163,6.8,14.2,0.481,4.6,8.3,0.56,2.2,5.9,0.368,4.2,5.6,0.742,5.8,4.4,2.1,0.4,3.1,3,19.9,Alvin Williams,alvin-williams-1
Career,Villanova,,131,51,3925,4.9,11.1,0.443,3.6,7.3,0.493,1.4,3.9,0.35,3.3,4.5,0.726,5,5.6,2,0.4,3.1,3.5,14.5,Alvin Williams,alvin-williams-1
2012-13,Duke,ACC,32,7,405,5,9.3,0.543,5,9.3,0.543,0,0,,2.5,4,0.61,9.1,0.7,1.2,1.6,1.2,5.2,12.5,Amile Jefferson,amile-jefferson-1
2013-14,Duke,ACC,35,26,796,4.7,7.3,0.644,4.7,7.3,0.644,0,0,,2,4.1,0.494,12.1,1.8,1.2,1,1.2,4.7,11.5,Amile Jefferson,amile-jefferson-1
2014-15,Duke,ACC,39,26,831,4.5,7.2,0.631,4.5,7.2,0.631,0,0,,2.5,4.4,0.554,10.9,1.6,1.1,1.3,2,3.7,11.5,Amile Jefferson,amile-jefferson-1
2015-16,Duke,ACC,9,9,273,6,8.8,0.683,6,8.8,0.683,0,0,,3.1,5.6,0.553,13.6,1.9,1.3,1.5,2.2,3.4,15.1,Amile Jefferson,amile-jefferson-1
2016-17,Duke,ACC,35,35,1039,5.6,9.2,0.613,5.6,9.2,0.613,0,0,,3.5,5.5,0.629,11.3,2,0.9,2.5,1.9,3.6,14.7,Amile Jefferson,amile-jefferson-1
Career,Duke,,150,103,3344,5.1,8.2,0.62,5.1,8.2,0.62,0,0,,2.7,4.7,0.575,11.3,1.7,1.1,1.6,1.7,4,12.9,Amile Jefferson,amile-jefferson-1
2000-01,Seton Hall,Big East,31,31,1005,4.5,12.4,0.363,2.6,6.2,0.426,1.9,6.2,0.301,1.8,2.5,0.698,4.1,6.7,1.5,0.1,3.2,2.3,12.6,Andre Barrett,andre-barrett-1
2001-02,Seton Hall,Big East,30,30,1035,6.3,16,0.396,3.7,8.3,0.444,2.6,7.7,0.343,4.3,5.6,0.753,4.2,5.8,1.8,0.1,3.2,2,19.6,Andre Barrett,andre-barrett-1
2002-03,Seton Hall,Big East,30,30,1137,5.7,13.2,0.433,3.7,7.8,0.477,2,5.3,0.368,4.3,5.1,0.836,4,5.6,1.6,0.1,3.6,2,17.7,Andre Barrett,andre-barrett-1
2003-04,Seton Hall,Big East,31,31,1119,6.7,14.7,0.455,4.1,7.9,0.516,2.6,6.8,0.384,3.2,4.2,0.761,4.3,6.5,1.6,0.1,2.9,2.2,19.2,Andre Barrett,andre-barrett-1
Career,Seton Hall,,122,122,4296,5.8,14.1,0.415,3.6,7.6,0.469,2.3,6.5,0.351,3.4,4.4,0.773,4.2,6.2,1.6,0.1,3.2,2.1,17.3,Andre Barrett,andre-barrett-1
2000-01,DePaul,CUSA,30,6,678,4.6,10,0.462,4.6,9.9,0.464,0,0.1,0,2.3,4.9,0.47,8.6,0.5,1.5,0.8,3.1,3.6,11.5,Andre Brown,andre-brown-1
2001-02,DePaul,CUSA,26,25,827,7.2,14.2,0.503,7.2,14.2,0.505,0,0,0,4,7.1,0.558,11.9,1.1,1.1,1.2,3,3.4,18.3,Andre Brown,andre-brown-1
2002-03,DePaul,CUSA,28,18,854,4.7,10.1,0.463,4.7,10.1,0.463,0,0,,3,5.2,0.568,11.8,0.7,0.7,0.7,2.2,2.9,12.3,Andre Brown,andre-brown-1
2003-04,DePaul,CUSA,23,23,741,6.6,11.6,0.57,6.6,11.6,0.57,0,0,,3.6,7.4,0.482,11.4,0.4,0.8,1,2.1,3,16.7,Andre Brown,andre-brown-1
Career,DePaul,,107,72,3100,5.8,11.5,0.502,5.8,11.5,0.503,0,0,0,3.2,6.2,0.523,11,0.7,1,0.9,2.6,3.2,14.8,Andre Brown,andre-brown-1
2009-10,Duke,ACC,38,0,477,4.5,11.4,0.397,1.5,3.4,0.439,3,8,0.379,2.1,2.9,0.735,3.6,1.1,0.9,0.2,1.3,3,14.2,Andre Dawkins,andre-dawkins-1
2010-11,Duke,ACC,37,7,778,5.1,10.7,0.481,1.9,3,0.621,3.3,7.7,0.427,1.7,2.2,0.791,3.6,1.1,1.1,0.2,1.4,3,15.3,Andre Dawkins,andre-dawkins-1
2011-12,Duke,ACC,34,14,760,4.8,12.1,0.4,1.3,3.1,0.424,3.5,9,0.392,1.8,2.4,0.739,3.7,1.1,0.7,0.1,1.4,3.3,15,Andre Dawkins,andre-dawkins-1
2013-14,Duke,ACC,33,4,453,7.4,16.7,0.444,1.8,3.3,0.541,5.7,13.4,0.421,2.6,3.3,0.811,3.8,1.1,1.3,0.4,1.6,3.8,23.1,Andre Dawkins,andre-dawkins-1
Career,Duke,,142,25,2468,5.3,12.4,0.433,1.6,3.2,0.508,3.7,9.2,0.407,2,2.6,0.769,3.7,1.1,1,0.2,1.4,3.2,16.4,Andre Dawkins,andre-dawkins-1
2011-12,UConn,Big East,34,30,967,6.5,12.1,0.538,6.5,12,0.541,0,0.1,0,1.1,3.6,0.295,10.6,0.6,1.2,3.8,2.2,3.1,14.1,Andre Drummond,andre-drummond-1
Career,UConn,,34,30,967,6.5,12.1,0.538,6.5,12,0.541,0,0.1,0,1.1,3.6,0.295,10.6,0.6,1.2,3.8,2.2,3.1,14.1,Andre Drummond,andre-drummond-1
2000-01,Texas Tech,Big 12,28,0,575,5.8,14.6,0.395,4.5,10.3,0.439,1.3,4.3,0.29,2.2,3.4,0.633,7.1,1.9,1.1,0.3,2.6,1.7,15,Andre Emmett,andre-emmett-1
2001-02,Texas Tech,Big 12,32,31,1048,9.2,17.8,0.519,8.9,16.7,0.532,0.3,1.1,0.321,4,6,0.675,8.1,1.8,1.5,0.5,2.3,1.8,22.9,Andre Emmett,andre-emmett-1
2002-03,Texas Tech,Big 12,34,33,1258,9.4,18.9,0.499,9.1,17.7,0.513,0.3,1.2,0.289,4.3,6.1,0.712,7.2,2,2,0.5,2.3,1.6,23.6,Andre Emmett,andre-emmett-1
2003-04,Texas Tech,Big 12,34,33,1259,8.3,15.7,0.526,7.8,14.3,0.543,0.5,1.4,0.356,5.2,7.2,0.73,7.1,2,1.4,0.3,2.2,1.6,22.3,Andre Emmett,andre-emmett-1
Career,Texas Tech,,128,97,4140,8.5,17.1,0.5,8,15.4,0.52,0.5,1.7,0.312,4.2,6,0.703,7.4,1.9,1.6,0.4,2.3,1.7,21.8,Andre Emmett,andre-emmett-1
2002-03,Arizona,Pac-10,32,4,614,4.5,11.8,0.381,3.9,8.9,0.438,0.6,2.9,0.205,3.8,5.7,0.67,10.2,4.3,3.1,1.2,3.2,4,13.4,Andre Iguodala,andre-iguodala-1
2003-04,Arizona,Pac-10,30,30,962,5.7,12.6,0.45,4.7,9.5,0.493,1,3,0.315,3.9,4.9,0.788,10.5,6.1,2,0.5,3.5,3.1,16.1,Andre Iguodala,andre-iguodala-1
Career,Arizona,,62,34,1576,5.2,12.3,0.424,4.4,9.3,0.473,0.8,3,0.274,3.9,5.2,0.738,10.4,5.4,2.4,0.7,3.4,3.5,15.1,Andre Iguodala,andre-iguodala-1
2003-04,American,Patriot,31,31,960,6,15.4,0.393,2.8,7.2,0.39,3.3,8.2,0.396,2.3,2.9,0.786,5.2,1.4,0.9,0.1,2.3,1.9,17.6,Andre Ingram,andre-ingram-1
2004-05,American,Patriot,28,27,977,6.1,15,0.41,3.7,8.3,0.443,2.5,6.7,0.368,2.7,3.7,0.744,5,2.4,1.3,0.2,2.3,2,17.5,Andre Ingram,andre-ingram-1
2005-06,American,Patriot,29,29,940,4.9,14.2,0.345,2.8,8,0.351,2.1,6.2,0.338,2.9,3.7,0.784,5.8,2.3,1.2,0.1,2.4,2.4,14.8,Andre Ingram,andre-ingram-1
2006-07,American,Patriot,30,30,1035,5.8,13.8,0.42,2.8,6.7,0.416,3,7.1,0.424,3.1,3.7,0.832,5.5,2,1.4,0.1,1.5,2,17.7,Andre Ingram,andre-ingram-1
Career,American,,118,117,3912,5.7,14.6,0.393,3,7.5,0.401,2.7,7,0.385,2.8,3.5,0.787,5.4,2,1.2,0.1,2.1,2.1,16.9,Andre Ingram,andre-ingram-1
1995-96,Utah,WAC,34,,872,4.8,8.9,0.533,4.5,8.1,0.557,0.3,0.9,0.316,3.6,5.2,0.69,5.8,7.2,1.7,1,4.1,3.1,13.4,Andre Miller,andre-miller-1
1996-97,Utah,WAC,33,,974,5,10.2,0.486,4.6,8.8,0.519,0.4,1.4,0.286,2.9,5,0.582,6.3,8.3,2.4,0.5,3.9,2.5,13.3,Andre Miller,andre-miller-1
1997-98,Utah,WAC,34,,,,,0.549,,,0.6,,,0.333,,,0.722,,,,,,,,Andre Miller,andre-miller-1
1998-99,Utah,WAC,33,,1092,7,14.2,0.491,6.2,11.1,0.553,0.8,3,0.265,4.3,6.3,0.69,6.5,6.8,3.1,0.5,3.4,2.2,19,Andre Miller,andre-miller-1
Career,Utah,,134,,2938,8,15.6,0.513,7.2,12.9,0.558,0.8,2.7,0.294,5.2,7.7,0.676,8.8,9.8,3.5,0.9,3.8,2.6,22,Andre Miller,andre-miller-1
2000-01,Indiana,Big Ten,30,4,424,4.5,10,0.453,2.5,4.9,0.519,2,5.1,0.389,2.2,2.9,0.742,4,2.1,1,0.1,3,3.5,13.2,Andre Owens,andre-owens-1
2002-03,Houston,CUSA,28,28,1003,5.1,14.4,0.356,2.5,6.5,0.389,2.6,7.9,0.328,2.7,3.5,0.764,5.7,3.5,1,0.2,3.3,2.7,15.5,Andre Owens,andre-owens-1
2003-04,Houston,CUSA,27,27,998,5.9,15.8,0.372,3.4,7.9,0.429,2.5,7.9,0.315,3.1,4.2,0.733,5.8,3.2,1.7,0.2,2.9,2.4,17.4,Andre Owens,andre-owens-1
2004-05,Houston,CUSA,32,30,1114,7,17.4,0.402,3.4,7.4,0.463,3.6,10.1,0.357,3.4,4.7,0.72,5.6,2.4,1.5,0.2,2.2,3.2,21,Andre Owens,andre-owens-1
Career,Overall,,117,89,3539,5.9,15.2,0.385,3.1,7,0.438,2.8,8.2,0.34,3,4,0.737,5.5,2.9,1.4,0.2,2.8,2.8,17.5,Andre Owens,andre-owens-1
2010-11,Colorado,Big 12,38,0,847,4.8,8.2,0.58,4.2,6.6,0.64,0.6,1.7,0.343,2,3.6,0.553,14,1.6,2.4,2,2.1,5.3,12.1,Andre Roberson,andre-roberson-1
2011-12,Colorado,Pac-12,36,35,1087,5.5,10.7,0.51,4.8,8.9,0.537,0.7,1.8,0.38,3.8,6.1,0.614,14.8,1.5,1.7,2.5,2.4,3.1,15.4,Andre Roberson,andre-roberson-1
2012-13,Colorado,Pac-12,31,30,1036,5.1,10.6,0.48,4.4,8.4,0.521,0.7,2.2,0.328,2.1,3.8,0.551,13.4,1.7,2.6,1.6,2.9,3,13,Andre Roberson,andre-roberson-1
Career,Colorado,,105,65,2970,5.1,10,0.516,4.5,8.1,0.555,0.7,1.9,0.35,2.7,4.6,0.582,14.1,1.6,2.2,2,2.5,3.7,13.6,Andre Roberson,andre-roberson-1
2003-04,Utah,MWC,33,33,1002,6.7,11.6,0.577,6.5,11.2,0.586,0.2,0.4,0.364,2.8,4.4,0.64,13,2.9,0.6,1.8,3.5,3.2,16.4,Andrew Bogut,andrew-bogut-1
2004-05,Utah,MWC,35,35,1224,9.2,14.8,0.62,8.9,14,0.636,0.3,0.8,0.36,4.7,6.8,0.692,14,2.7,1.1,2.1,3.1,2.5,23.4,Andrew Bogut,andrew-bogut-1
Career,Utah,,68,68,2226,8.1,13.4,0.603,7.8,12.7,0.616,0.2,0.6,0.361,3.9,5.7,0.674,13.5,2.8,0.9,2,3.3,2.8,20.2,Andrew Bogut,andrew-bogut-1
1991-92,Florida,SEC,33,,825,5.7,11.2,0.506,5.7,11.2,0.506,0,0,,2.8,4.2,0.655,9.8,1.3,0.9,2.3,3.2,5.1,14.1,Andrew DeClercq,andrew-declercq-1
1992-93,Florida,SEC,28,,715,6.6,11.6,0.567,6.6,11.6,0.567,0,0,,3.3,5.7,0.584,11.1,0.8,2.6,2.5,3.3,5.2,16.5,Andrew DeClercq,andrew-declercq-1
1993-94,Florida,SEC,37,,998,5.2,9.5,0.544,5.1,9.4,0.547,0,0.1,0.333,2.7,4.2,0.654,11.7,2.2,1.8,2,3.7,4.3,13.1,Andrew DeClercq,andrew-declercq-1
1994-95,Florida,SEC,30,,966,5.7,11.2,0.511,5.5,10.6,0.522,0.2,0.6,0.333,4.8,6.6,0.723,11,1.7,1.5,1.4,3.5,4.2,16.4,Andrew DeClercq,andrew-declercq-1
Career,Florida,,128,,3504,5.7,10.8,0.531,5.7,10.6,0.534,0.1,0.2,0.333,3.4,5.1,0.663,10.9,1.6,1.7,2,3.5,4.7,14.9,Andrew DeClercq,andrew-declercq-1
2007-08,College of Charleston,Southern,33,18,956,7,15,0.466,3.9,7.7,0.508,3.1,7.2,0.422,1.1,1.3,0.871,3.5,2.9,1.4,0.3,2.3,1.8,18.2,Andrew Goudelock,andrew-goudelock-1
2008-09,College of Charleston,Southern,36,35,1120,7.9,17.2,0.459,4.5,9.5,0.475,3.4,7.7,0.44,2.3,2.7,0.867,3.2,2.4,0.9,0.4,2.5,1.6,21.5,Andrew Goudelock,andrew-goudelock-1
2009-10,College of Charleston,Southern,34,34,1210,8.3,18.3,0.451,5.1,10.1,0.498,3.2,8.2,0.393,2,2.4,0.824,4.9,4.3,1.3,0.4,2.2,1.9,21.8,Andrew Goudelock,andrew-goudelock-1
2010-11,College of Charleston,Southern,37,37,1302,9.8,21.5,0.455,5.7,11.6,0.496,4,9.9,0.407,3.4,4.1,0.821,4.4,4.8,1,0.2,3.7,2,26.9,Andrew Goudelock,andrew-goudelock-1
Career,College of Charleston,,140,124,4588,8.3,18.2,0.457,4.9,9.9,0.494,3.5,8.4,0.413,2.3,2.7,0.838,4,3.7,1.1,0.3,2.7,1.8,22.4,Andrew Goudelock,andrew-goudelock-1
2013-14,Kentucky,SEC,40,39,1267,3.8,10.4,0.367,2.8,7.5,0.373,1,3,0.351,5,6.6,0.764,4,5,0.7,0.3,3.4,3.8,13.7,Andrew Harrison,andrew-harrison-1
2014-15,Kentucky,SEC,39,39,994,4.1,10.7,0.378,2.6,7,0.376,1.4,3.8,0.383,5.1,6.4,0.792,3.5,5.6,1.6,0.3,2.6,2.8,14.6,Andrew Harrison,andrew-harrison-1
Career,Kentucky,,79,78,2261,3.9,10.6,0.372,2.7,7.2,0.374,1.2,3.3,0.367,5,6.5,0.777,3.8,5.3,1.1,0.3,3.1,3.3,14.1,Andrew Harrison,andrew-harrison-1
2008-09,St. Bonaventure,A-10,30,25,754,8.2,13.6,0.602,8.2,13.5,0.604,0,0.1,0,3.6,5.9,0.613,9.5,0.4,0.9,4.3,3.3,5.3,19.9,Andrew Nicholson,andrew-nicholson-1
2009-10,St. Bonaventure,A-10,30,30,907,8.7,15.5,0.564,8.7,15.5,0.564,0,0,,4.2,5.5,0.76,9.4,0.7,0.3,2.4,2.4,4,21.7,Andrew Nicholson,andrew-nicholson-1
2010-11,St. Bonaventure,A-10,31,31,1049,9,15.8,0.571,8.8,14.9,0.589,0.2,0.9,0.261,6.3,8.8,0.711,8.6,1.2,0.6,1.7,3.8,3.5,24.6,Andrew Nicholson,andrew-nicholson-1
2011-12,St. Bonaventure,A-10,32,32,962,9.1,16,0.571,8.2,13.8,0.593,1,2.2,0.434,5.3,6.9,0.776,11.2,1.4,0.9,2.6,3.3,3.7,24.6,Andrew Nicholson,andrew-nicholson-1
Career,St. Bonaventure,,123,118,3672,8.8,15.3,0.575,8.5,14.5,0.586,0.3,0.8,0.377,5,6.9,0.72,9.7,0.9,0.7,2.7,3.2,4,22.9,Andrew Nicholson,andrew-nicholson-1
2012-13,Kansas,Big 12,25,0,125,5.8,17.3,0.333,2.6,5.8,0.444,3.2,11.5,0.278,3.2,5.1,0.625,9.3,0.3,1.3,0.6,3.5,6.4,17.9,Andrew White,andrew-whiteiii-1
2013-14,Kansas,Big 12,18,0,113,5.3,12,0.441,2.5,3.2,0.778,2.8,8.8,0.32,2.1,4.2,0.5,7.8,1.4,1.8,1.1,2.5,3.5,15.6,Andrew White,andrew-whiteiii-1
2015-16,Nebraska,Big Ten,34,34,1010,7.7,16,0.481,4.3,7.7,0.557,3.4,8.4,0.412,3.4,4.4,0.775,7.9,0.8,1.5,0.4,2.1,3.5,22.3,Andrew White,andrew-whiteiii-1
2016-17,Syracuse,ACC,34,34,1266,6.3,14.2,0.441,2.7,5.5,0.503,3.5,8.8,0.403,3.7,4.5,0.837,5,1.2,1.7,0.4,1.8,2.3,19.8,Andrew White,andrew-whiteiii-1
Career,Overall,,111,68,2514,6.8,15,0.452,3.3,6.3,0.533,3.5,8.8,0.395,3.5,4.5,0.786,6.5,1,1.6,0.4,2,3,20.5,Andrew White,andrew-whiteiii-1
2013-14,Kansas,Big 12,35,35,1148,6.6,14.7,0.448,5.1,10.3,0.493,1.5,4.4,0.341,6.1,7.9,0.775,7.1,1.9,1.4,1.2,2.8,3.3,20.8,Andrew Wiggins,andrew-wiggins-1
Career,Kansas,,35,35,1148,6.6,14.7,0.448,5.1,10.3,0.493,1.5,4.4,0.341,6.1,7.9,0.775,7.1,1.9,1.4,1.2,2.8,3.3,20.8,Andrew Wiggins,andrew-wiggins-1
2005-06,Syracuse,Big East,20,0,159,5,13.3,0.377,1.3,1.8,0.714,3.8,11.6,0.326,0.8,1.5,0.5,4.3,3.3,1.5,0.5,1,5.8,14.6,Andy Rautins,andy-rautins-1
2006-07,Syracuse,Big East,35,20,741,4.5,12.2,0.372,0.9,2.1,0.447,3.6,10.1,0.356,0.9,1.3,0.708,3.7,2.8,2.4,0.3,2.5,3.3,13.6,Andy Rautins,andy-rautins-1
2008-09,Syracuse,Big East,37,10,1059,4.8,12.5,0.38,0.9,2,0.453,3.9,10.5,0.366,1.2,1.7,0.733,4.6,4.2,2,0.2,2.8,2.8,14.6,Andy Rautins,andy-rautins-1
2009-10,Syracuse,Big East,35,35,1137,4.6,10.4,0.438,1.1,2,0.571,3.4,8.5,0.407,2.3,2.8,0.815,4.2,6,2.4,0.3,3.4,2.7,14.9,Andy Rautins,andy-rautins-1
Career,Syracuse,,127,65,3096,4.7,11.7,0.396,1,2,0.506,3.6,9.7,0.374,1.5,2,0.763,4.2,4.5,2.2,0.3,2.9,3,14.5,Andy Rautins,andy-rautins-1
1991-92,Memphis,GMWC,34,,1224,6.8,15.8,0.433,4.6,9.6,0.478,2.3,6.2,0.363,3.4,5.2,0.652,7.7,6.1,2.8,1.5,4.1,3,19.3,Anfernee Hardaway,anfernee-hardaway-1
1992-93,Memphis,GMWC,32,,1196,8.3,17.5,0.477,5.9,10.1,0.583,2.4,7.4,0.332,5.3,6.9,0.767,9.1,6.8,2.5,1.3,3.6,2.9,24.4,Anfernee Hardaway,anfernee-hardaway-1
Career,Memphis,,66,,2420,7.6,16.6,0.456,5.2,9.8,0.531,2.3,6.8,0.346,4.3,6,0.717,8.4,6.5,2.7,1.4,3.9,2.9,21.8,Anfernee Hardaway,anfernee-hardaway-1
2014-15,Seton Hall,Big East,31,29,873,5.5,10,0.555,5.5,9.9,0.558,0,0,0,2.1,5.1,0.414,14,1.2,0.7,1.8,1.8,3.6,13.2,Angel Delgado,angel-delgado-1
2015-16,Seton Hall,Big East,34,34,1027,5.4,9.5,0.567,5.4,9.5,0.572,0,0.1,0,2.3,4.4,0.536,12.3,1.3,0.7,1.1,2.5,3.7,13.2,Angel Delgado,angel-delgado-1
2016-17,Seton Hall,Big East,33,33,1090,7.2,13.3,0.543,7.2,13.3,0.543,0,0,,4,7.2,0.556,15.8,2.7,0.8,0.4,3.6,3,18.5,Angel Delgado,angel-delgado-1
2017-18,Seton Hall,Big East,34,34,1049,7.1,14.1,0.505,7.1,14,0.508,0,0.1,0,3.4,5.6,0.612,15.3,3.6,1,0.9,3.2,2.9,17.7,Angel Delgado,angel-delgado-1
Career,Seton Hall,,132,130,4039,6.4,11.8,0.538,6.4,11.8,0.541,0,0,0,3,5.6,0.539,14.4,2.2,0.8,1,2.8,3.3,15.8,Angel Delgado,angel-delgado-1
1994-95,Ole Miss,SEC,27,,586,4.3,12.2,0.354,3.1,7.2,0.434,1.2,4.9,0.236,3.5,5.2,0.684,7,2.2,0.8,1.2,4,4.3,13.3,Ansu Sesay,ansu-sesay-1
1995-96,Ole Miss,SEC,25,,664,5.6,14.2,0.396,5.1,11.6,0.44,0.5,2.5,0.19,4.2,6,0.707,8.8,2.7,1.6,1.2,4,5,15.9,Ansu Sesay,ansu-sesay-1
1996-97,Ole Miss,SEC,29,,987,6.1,13.3,0.456,5.5,11.1,0.491,0.6,2.2,0.278,4.6,6.2,0.75,9.3,2.9,1,1.5,2.9,3,17.4,Ansu Sesay,ansu-sesay-1
1997-98,Ole Miss,SEC,29,,,,,0.456,,,0.475,,,0.35,,,0.727,,,,,,,,Ansu Sesay,ansu-sesay-1
Career,Ole Miss,,110,,2237,8.7,20.4,0.428,7.6,16.3,0.468,1.1,4.1,0.268,7,9.7,0.724,12.5,4.1,1.8,1.8,3.5,4,25.5,Ansu Sesay,ansu-sesay-1
1995-96,UNC,ACC,32,29,1052,7.6,12.2,0.624,7.6,12.2,0.626,0,0,0,3.1,5.9,0.526,11.7,1.3,1,1.3,2.2,2.6,18.4,Antawn Jamison,antawn-jamison-1
1996-97,UNC,ACC,35,,1199,9,16.5,0.544,8.9,16.2,0.553,0.1,0.4,0.182,4.2,6.8,0.621,11,1,1.3,0.7,2.1,3.1,22.3,Antawn Jamison,antawn-jamison-1
1997-98,UNC,ACC,37,,,,,0.579,,,0.584,,,0.4,,,0.667,,,,,,,,Antawn Jamison,antawn-jamison-1
Career,UNC,,104,29,2251,14,24.2,0.577,13.8,23.8,0.583,0.1,0.5,0.296,7,11.3,0.617,18.2,1.7,1.7,1.5,2.2,2.9,35.1,Antawn Jamison,antawn-jamison-1
2012-13,UNLV,MWC,35,31,950,8.5,16,0.533,7,11.9,0.587,1.5,4,0.375,5.2,7.5,0.701,12,1.4,1,1.8,2.7,3.4,23.7,Anthony Bennett,anthony-bennett-1
Career,UNLV,,35,31,950,8.5,16,0.533,7,11.9,0.587,1.5,4,0.375,5.2,7.5,0.701,12,1.4,1,1.8,2.7,3.4,23.7,Anthony Bennett,anthony-bennett-1
2010-11,Stanford,Pac-10,30,11,718,5,12,0.417,2.7,5.4,0.495,2.3,6.6,0.353,2.2,3.1,0.709,5.4,1.3,0.9,0.4,1.8,2.2,14.5,Anthony Brown,anthony-brown-5
2011-12,Stanford,Pac-12,37,21,886,4.8,12.1,0.396,2.9,6.7,0.432,1.9,5.4,0.35,2,3.3,0.625,6.7,1.7,1,0.2,2.2,2.9,13.5,Anthony Brown,anthony-brown-5
2012-13,Stanford,Pac-12,4,2,70,2.3,11.4,0.2,1.1,8,0.143,1.1,3.4,0.333,1.1,1.1,1,5.1,0.6,0.6,0.6,2.9,4,6.9,Anthony Brown,anthony-brown-5
2013-14,Stanford,Pac-12,36,35,1206,4.7,9.9,0.475,3,6,0.489,1.8,3.9,0.453,3.5,4.5,0.785,6,2.5,1,0.1,2.3,2.2,14.7,Anthony Brown,anthony-brown-5
2014-15,Stanford,Pac-12,37,36,1320,5.3,12.4,0.431,2.9,6.9,0.424,2.4,5.4,0.441,3.5,4.4,0.795,7.8,2.8,0.8,0.2,2.2,2.4,16.6,Anthony Brown,anthony-brown-5
Career,Stanford,,144,105,4200,4.9,11.5,0.428,2.9,6.4,0.448,2.1,5.2,0.403,2.9,3.9,0.751,6.6,2.2,0.9,0.2,2.2,2.4,14.9,Anthony Brown,anthony-brown-5
1996-97,Hawaii,WAC,29,,1005,8.4,17,0.495,7.1,13.4,0.533,1.3,3.6,0.356,3.5,5.5,0.645,4.3,7.6,3.1,0.6,5.4,3.4,21.6,Anthony Carter,anthony-carter-1
1997-98,Hawaii,WAC,29,,,,,0.453,,,0.503,,,0.309,,,0.782,,,,,,,,Anthony Carter,anthony-carter-1
Career,Hawaii,,58,,1005,16,33.8,0.474,13.4,25.8,0.519,2.6,8,0.33,8,11.1,0.714,10.3,16,5.7,1,5.4,3.4,42.6,Anthony Carter,anthony-carter-1
2011-12,Kentucky,SEC,40,40,1281,6.6,10.5,0.623,6.5,9.9,0.653,0.1,0.6,0.15,4.5,6.3,0.709,13,1.6,1.7,5.8,1.3,2.4,17.7,Anthony Davis,anthony-davis-5
